year,name,firstname,lastname,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,college,pick,pickround,picktotal,wonderlic,nflgrade
2014,Bashaud Breeland,Bashaud,Breeland,CB,5,11.0000,71.0000,197,0.0000,0.0000,4.6200,0.0000,0.0000,4.3300,7.0400,34.5000,123,11,4,Clemson,0,6,102,0,5.6
2014,Teddy Bridgewater,Teddy,Bridgewater,QB,6,2.0000,74.0000,214,0.0000,0.0000,0.0000,0.0000,0.0000,4.2000,7.1700,30.0000,113,0,1,Louisville,0,32,32,0,6.3
2014,Justin Britt,Justin,Britt,OT,6,6.0000,78.0000,325,0.0000,0.0000,5.1900,0.0000,0.0000,4.6900,8.1400,27.5000,100,23,2,Missouri,0,32,64,0,5.2
2014,Jason Bromley,Jason,Bromley,DT,6,3.0000,75.0000,306,0.0000,0.0000,5.0600,0.0000,0.0000,0.0000,7.9200,33.5000,106,26,0,Syracuse,0,0,0,0,5.2
2014,Terrence Brooks,Terrence,Brooks,FS,5,11.0000,71.0000,198,0.0000,0.0000,4.4200,0.0000,0.0000,0.0000,7.3500,38.0000,119,10,3,Florida St.,0,15,79,0,5.3
2014,Corey Brown,Corey,Brown,WR,5,11.0000,71.0000,178,0.0000,0.0000,4.5100,0.0000,0.0000,4.2200,7.1600,33.0000,116,0,0,Ohio St.,0,0,0,0,4.9
2014,John Brown,John,Brown,WR,5,10.0000,70.0000,179,0.0000,0.0000,4.3400,0.0000,0.0000,4.1200,6.9100,36.5000,119,0,3,Pittsburg St. (KS),0,27,91,0,5.0
2014,Jonathan Brown,Jonathan,Brown,OLB,6,0.0000,72.0000,238,0.0000,0.0000,5.0300,0.0000,0.0000,4.5600,7.7700,31.0000,108,16,0,Illinois,0,0,0,0,5.2
2014,Preston Brown,Preston,Brown,ILB,6,1.0000,73.0000,251,0.0000,0.0000,4.8600,0.0000,0.0000,4.2600,6.9800,33.0000,116,23,3,Louisville,0,9,73,0,5.4
2014,Martavis Bryant,Martavis,Bryant,WR,6,4.0000,76.0000,211,0.0000,0.0000,4.4200,0.0000,0.0000,4.1500,7.1800,39.0000,124,16,4,Clemson,0,22,118,0,5.3
2014,Deone Bucannon,Deone,Bucannon,SS,6,1.0000,73.0000,211,0.0000,0.0000,4.4900,0.0000,0.0000,4.2600,6.9600,36.5000,125,19,1,Washington St.,0,27,27,0,5.3
2014,Max Bullough,Max,Bullough,ILB,6,3.0000,75.0000,249,0.0000,0.0000,4.7800,0.0000,0.0000,4.3000,7.2200,31.0000,112,30,0,Michigan St.,0,0,0,0,5.2
2014,Isaiah Burse,Isaiah,Burse,WR,5,10.0000,70.0000,188,0.0000,0.0000,4.5800,0.0000,0.0000,3.9400,6.7400,31.0000,115,16,0,Fresno St.,0,0,0,0,5.2
2014,Trey Burton,Trey,Burton,TE,6,2.0000,74.0000,224,0.0000,0.0000,4.6200,0.0000,0.0000,4.3200,7.1400,30.0000,112,0,0,Florida,0,0,0,0,5.2
2014,Mike Campanaro,Mike,Campanaro,WR,5,9.0000,69.0000,192,0.0000,0.0000,4.4600,0.0000,0.0000,4.0100,6.7700,39.0000,122,20,7,Wake Forest,0,26,218,0,5.1
2014,Ka'Deem Carey,Ka'Deem,Carey,RB,5,9.0000,69.0000,207,0.0000,0.0000,4.7000,0.0000,0.0000,4.3800,7.0800,32.5000,115,19,4,Arizona,0,21,117,0,5.8
2014,Derek Carr,Derek,Carr,QB,6,2.0000,74.0000,214,0.0000,0.0000,4.6900,0.0000,0.0000,4.2000,0.0000,34.5000,110,0,2,Fresno St.,0,4,36,0,5.8
2014,Ryan Carrethers,Ryan,Carrethers,NT,6,1.0000,73.0000,337,0.0000,0.0000,5.4700,0.0000,0.0000,0.0000,7.8900,26.0000,88,32,6,Arkansas State,0,5,165,0,5.2
2014,Travis Carrie,Travis,Carrie,CB,6,0.0000,72.0000,206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,17,7,Ohio,0,27,219,0,5.4
2014,Steven Clark,Steven,Clark,P,6,5.0000,77.0000,231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Auburn,0,0,0,0,4.8
2014,Will Clarke,Will,Clarke,DE,6,6.0000,78.0000,271,0.0000,0.0000,4.7700,0.0000,0.0000,0.0000,7.2600,32.0000,112,22,3,West Virginia,0,24,88,0,5.0
2014,Ha Ha Clinton-Dix,Ha Ha,Clinton-Dix,FS,6,1.0000,73.0000,208,0.0000,0.0000,4.5800,0.0000,0.0000,4.1600,7.1600,33.0000,119,11,1,Alabama,0,21,21,0,6.1
2014,Jadeveon Clowney,Jadeveon,Clowney,DE,6,5.0000,77.0000,266,0.0000,0.0000,4.5300,0.0000,0.0000,0.0000,7.2700,37.5000,124,21,1,South Carolina,0,1,1,0,7.5
2014,Ross Cockrell,Ross,Cockrell,CB,6,0.0000,72.0000,191,0.0000,0.0000,4.5600,0.0000,0.0000,4.3200,7.2800,36.5000,122,10,4,Duke,0,13,109,0,5.4
2014,Brandon Coleman,Brandon,Coleman,WR,6,6.0000,78.0000,225,0.0000,0.0000,4.5600,0.0000,0.0000,4.5100,7.3300,32.5000,0,21,0,Rutgers,0,0,0,0,5.4
2014,Deandre Coleman,Deandre,Coleman,DT,6,5.0000,77.0000,314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,24,0,California,0,0,0,0,5.4
2014,Kain Colter,Kain,Colter,WR,5,10.0000,70.0000,198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Northwestern,0,0,0,0,5.3
2014,Aaron Colvin,Aaron,Colvin,CB,5,11.0000,71.0000,177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,4,Oklahoma,0,18,114,0,5.3
2014,Brandin Cooks,Brandin,Cooks,WR,5,10.0000,70.0000,189,0.0000,0.0000,4.3300,0.0000,0.0000,3.8100,6.7600,36.0000,120,16,1,Oregon St.,0,20,20,0,5.8
2014,Damian Copeland,Damian,Copeland,WR,5,11.0000,71.0000,184,0.0000,0.0000,4.5000,0.0000,0.0000,3.9000,6.5300,40.0000,120,12,0,Louisville,0,0,0,0,4.8
2014,J.C. Copeland,J.C.,Copeland,FB,5,11.0000,71.0000,271,0.0000,0.0000,4.9500,0.0000,0.0000,4.5800,7.6800,28.5000,111,23,0,LSU,0,0,0,0,5.1
2014,Tim Cornett,Tim,Cornett,RB,6,0.0000,72.0000,209,0.0000,0.0000,4.4800,0.0000,0.0000,4.2600,7.0100,34.5000,125,0,0,UNLV,0,0,0,0,5.0
2014,Scott Crichton,Scott,Crichton,DE,6,3.0000,75.0000,273,0.0000,0.0000,4.8400,0.0000,0.0000,0.0000,7.1900,31.5000,108,24,3,Oregon St.,0,8,72,0,5.4
2014,Isaiah Crowell,Isaiah,Crowell,RB,5,11.0000,71.0000,224,0.0000,0.0000,4.5700,0.0000,0.0000,0.0000,0.0000,38.0000,117,23,0,Alabama St.,0,0,0,0,5.0
2014,Chris Davis,Chris,Davis,CB,5,10.0000,70.0000,202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15,0,Auburn,0,0,0,0,5.2
2014,Mike Davis,Mike,Davis,WR,6,0.0000,72.0000,197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,10,0,Texas,0,0,0,0,5.2
2014,Anthony Denham,Anthony,Denham,TE,6,4.0000,76.0000,235,0.0000,0.0000,4.7700,0.0000,0.0000,0.0000,0.0000,32.5000,0,0,0,Utah,0,0,0,0,4.7
2014,Darqueze Dennard,Darqueze,Dennard,CB,5,11.0000,71.0000,199,0.0000,0.0000,4.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0,15,1,Michigan St.,0,24,24,0,5.9
2014,Pierre Desir,Pierre,Desir,CB,6,1.0000,73.0000,198,0.0000,0.0000,4.5900,0.0000,0.0000,4.3000,6.8600,35.0000,133,11,4,Lindenwood,0,31,127,0,5.3
2014,Ahmad Dixon,Ahmad,Dixon,SS,6,0.0000,72.0000,212,0.0000,0.0000,4.6400,0.0000,0.0000,4.5000,7.5500,32.0000,111,14,8,Baylor,0,24,248,0,5.2
2014,Brandon Dixon,Brandon,Dixon,CB,5,11.0000,71.0000,203,0.0000,0.0000,4.4100,0.0000,0.0000,4.2700,7.1500,32.5000,117,17,7,Northwest Missouri St.,0,3,195,0,5.2
2014,Aaron Donald,Aaron,Donald,DT,6,1.0000,73.0000,285,0.0000,0.0000,4.6800,0.0000,0.0000,0.0000,7.1100,32.0000,116,35,1,Pittsburgh,0,13,13,0,5.4
2014,Jonathan Dowling,Jonathan,Dowling,SS,6,3.0000,75.0000,190,0.0000,0.0000,4.5200,0.0000,0.0000,4.2400,7.0400,33.5000,118,8,8,Western Kentucky,0,23,247,0,5.2
2014,Dakota Dozier,Dakota,Dozier,OT,6,4.0000,76.0000,313,0.0000,0.0000,5.4200,0.0000,0.0000,4.8900,8.1400,24.0000,101,23,5,Furman,0,9,137,0,5.4
2014,Joe Don Duncan,Joe Don,Duncan,TE,6,3.0000,75.0000,268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,35,0,Dixie St.,0,0,0,0,5.0
2014,Kony Ealy,Kony,Ealy,DE,6,4.0000,76.0000,273,0.0000,0.0000,4.9200,0.0000,0.0000,0.0000,6.8300,31.0000,114,22,2,Missouri,0,28,60,0,5.8
2014,Dominique Easley,Dominique,Easley,DT,6,2.0000,74.0000,288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,26,1,Florida,0,29,29,0,5.3
2014,Eric Ebron,Eric,Ebron,TE,6,4.0000,76.0000,250,0.0000,0.0000,4.6000,0.0000,0.0000,0.0000,0.0000,32.0000,120,24,1,North Carolina,0,10,10,0,6.4
2014,Kasim Edebali,Kasim,Edebali,DE,6,2.0000,74.0000,253,0.0000,0.0000,4.7900,0.0000,0.0000,0.0000,7.2000,34.5000,115,19,0,Boston College,0,0,0,0,5.1
2014,Kadeem Edwards,Kadeem,Edwards,OG,6,4.0000,76.0000,313,0.0000,0.0000,5.2500,0.0000,0.0000,4.8200,7.9500,27.0000,99,26,5,Tennessee St.,0,15,143,0,5.0
2014,Bruce Ellington,Bruce,Ellington,WR,5,9.0000,69.0000,197,0.0000,0.0000,4.4500,0.0000,0.0000,3.9500,6.6900,39.5000,120,15,4,South Carolina,0,10,106,0,5.4
2014,Justin Ellis,Justin,Ellis,DT,6,1.0000,73.0000,334,0.0000,0.0000,5.2700,0.0000,0.0000,0.0000,7.8100,28.0000,92,25,4,Louisiana Tech,0,11,107,0,4.8
2014,IK Enemkpali,IK,Enemkpali,DE,6,1.0000,73.0000,261,0.0000,0.0000,5.0100,0.0000,0.0000,0.0000,7.6700,34.0000,112,28,7,Louisiana Tech,0,18,210,0,5.1
2014,Quincy Enunwa,Quincy,Enunwa,WR,6,2.0000,74.0000,225,0.0000,0.0000,4.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0,19,7,Nebraska,0,17,209,0,4.8
2014,Mike Evans,Mike,Evans,WR,6,5.0000,77.0000,231,0.0000,0.0000,4.5300,0.0000,0.0000,4.2600,7.0800,37.0000,0,12,1,Texas A&M,0,7,7,0,6.2
2014,Shaq Evans,Shaq,Evans,WR,6,1.0000,73.0000,213,0.0000,0.0000,4.5100,0.0000,0.0000,4.2100,7.0700,34.5000,122,13,4,UCLA,0,19,115,0,5.3
2014,Antone Exum,Antone,Exum,CB,6,0.0000,72.0000,213,0.0000,0.0000,4.5900,0.0000,0.0000,4.1300,7.0500,35.0000,117,17,6,Virginia Tech,0,22,182,0,5.4
2014,David Fales,David,Fales,QB,6,2.0000,74.0000,212,0.0000,0.0000,4.9900,0.0000,0.0000,4.5000,7.5500,28.0000,103,0,6,San Jose St.,0,23,183,0,5.2
2014,Matt Feiler,Matt,Feiler,OT,6,6.0000,78.0000,330,0.0000,0.0000,5.3700,0.0000,0.0000,4.8600,8.1300,26.5000,103,36,0,Bloomsburg,0,0,0,0,4.6
2014,Anthony Fera,Anthony,Fera,K,6,1.0000,73.0000,211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Texas,0,0,0,0,5.0
2014,Ego Ferguson,Ego,Ferguson,DT,6,3.0000,75.0000,315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,24,2,LSU,0,19,51,0,5.5
2014,C.J. Fiedorowicz,C.J.,Fiedorowicz,TE,6,5.0000,77.0000,265,0.0000,0.0000,4.7600,0.0000,0.0000,4.2600,7.1000,31.5000,116,25,3,Iowa,0,1,65,0,5.5
2014,Timothy Flanders,Timothy,Flanders,RB,5,9.0000,69.0000,207,0.0000,0.0000,4.7500,0.0000,0.0000,0.0000,7.0700,32.0000,113,20,0,Sam Houston St.,0,0,0,0,4.8
2014,Cameron Fleming,Cameron,Fleming,OT,6,5.0000,77.0000,323,0.0000,0.0000,5.2800,0.0000,0.0000,5.0000,8.2400,23.5000,97,26,5,Stanford,0,12,140,0,5.2
2014,David Fluellen,David,Fluellen,RB,5,11.0000,71.0000,224,0.0000,0.0000,4.7200,0.0000,0.0000,0.0000,6.9000,36.5000,120,0,0,Toledo,0,0,0,0,5.1
2014,Dee Ford,Dee,Ford,DE,6,2.0000,74.0000,252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,1,Auburn,0,23,23,0,5.4
2014,Khairi Fortt,Khairi,Fortt,ILB,6,2.0000,74.0000,248,0.0000,0.0000,4.7000,0.0000,0.0000,0.0000,0.0000,36.0000,120,30,4,California,0,30,126,0,5.2
2014,Bennie Fowler,Bennie,Fowler,WR,6,1.0000,73.0000,217,0.0000,0.0000,4.5200,0.0000,0.0000,4.1800,7.0600,36.0000,126,0,0,Michigan St.,0,0,0,0,5.0
2014,Austin Franklin,Austin,Franklin,WR,5,11.0000,71.0000,189,0.0000,0.0000,4.5600,0.0000,0.0000,4.3300,7.0700,36.0000,124,7,0,New Mexico St.,0,0,0,0,5.1
2014,Devonta Freeman,Devonta,Freeman,RB,5,8.0000,68.0000,206,0.0000,0.0000,4.5800,0.0000,0.0000,4.2600,7.1100,31.5000,118,0,4,Florida St.,0,7,103,0,5.6
2014,Kyle Fuller,Kyle,Fuller,CB,6,0.0000,72.0000,190,0.0000,0.0000,4.4900,0.0000,0.0000,4.1900,6.9000,38.5000,128,12,1,Virginia Tech,0,14,14,0,5.4
2014,Zach Fulton,Zach,Fulton,OG,6,5.0000,77.0000,316,0.0000,0.0000,5.1600,0.0000,0.0000,5.1600,7.8700,24.5000,98,25,7,Tennessee,0,1,193,0,5.3
2014,Tyler Gaffney,Tyler,Gaffney,RB,5,11.0000,71.0000,220,0.0000,0.0000,4.4900,0.0000,0.0000,4.1800,6.7800,36.5000,116,0,7,Stanford,0,12,204,0,5.1
2014,E.J. Gaines,E.J.,Gaines,CB,5,10.0000,70.0000,190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15,6,Missouri,0,28,188,0,5.3
2014,Phillip Gaines,Phillip,Gaines,CB,6,0.0000,72.0000,193,0.0000,0.0000,4.3800,0.0000,0.0000,4.0400,6.6200,36.5000,122,11,3,Rice,0,23,87,0,4.5
2014,Jeremy Gallon,Jeremy,Gallon,WR,5,7.0000,67.0000,185,0.0000,0.0000,4.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0,15,8,Michigan,0,20,244,0,5.0
2014,Jimmy Garoppolo,Jimmy,Garoppolo,QB,6,2.0000,74.0000,226,0.0000,0.0000,4.9700,0.0000,0.0000,4.2600,7.0400,30.5000,110,0,2,Eastern Illinois,0,30,62,0,5.4
2014,James Gayle,James,Gayle,DE,6,4.0000,76.0000,259,0.0000,0.0000,4.7000,0.0000,0.0000,0.0000,7.1900,37.0000,122,26,0,Virginia Tech,0,0,0,0,5.3
2014,Jeremiah George,Jeremiah,George,ILB,5,11.0000,71.0000,234,0.0000,0.0000,4.9100,0.0000,0.0000,0.0000,0.0000,33.0000,116,28,5,Iowa St.,0,26,154,0,5.2
2014,Justin Gilbert,Justin,Gilbert,CB,6,0.0000,72.0000,202,0.0000,0.0000,4.3700,0.0000,0.0000,0.0000,6.9200,35.5000,126,20,1,Oklahoma St.,0,8,8,0,6.3
2014,Crockett Gillmore,Crockett,Gillmore,TE,6,6.0000,78.0000,260,0.0000,0.0000,4.8900,0.0000,0.0000,4.4400,7.4200,33.5000,120,0,4,Colorado St.,0,3,99,0,5.0
2014,Demetri Goodson,Demetri,Goodson,CB,5,11.0000,71.0000,194,0.0000,0.0000,4.5200,0.0000,0.0000,4.3400,6.8000,37.0000,123,11,7,Baylor,0,5,197,0,5.0
2014,Ryan Grant,Ryan,Grant,WR,6,0.0000,72.0000,199,0.0000,0.0000,4.6400,0.0000,0.0000,4.1100,6.6800,35.5000,119,8,5,Tulane,0,14,142,0,5.1
2014,Marion Grice,Marion,Grice,RB,6,0.0000,72.0000,208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,7,Arizona State,0,9,201,0,5.2
2014,Xavier Grimble,Xavier,Grimble,TE,6,4.0000,76.0000,257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.5000,113,0,0,USC,0,0,0,0,5.2
2014,Ryan Groy,Ryan,Groy,OG,6,5.0000,77.0000,316,0.0000,0.0000,5.1900,0.0000,0.0000,4.4700,7.4900,26.5000,108,26,0,Wisconsin,0,0,0,0,5.2
2014,Ra'Shede Hageman,Ra'Shede,Hageman,DT,6,6.0000,78.0000,310,0.0000,0.0000,5.0200,0.0000,0.0000,0.0000,7.8700,35.5000,114,32,2,Minnesota,0,5,37,0,6.1
2014,Andre Hal,Andre,Hal,CB,5,10.0000,70.0000,188,0.0000,0.0000,4.5000,0.0000,0.0000,4.2700,7.1400,35.5000,119,15,7,Vanderbilt,0,24,216,0,5.2
2014,Jon Halapio,Jon,Halapio,OG,6,3.0000,75.0000,323,0.0000,0.0000,5.3400,0.0000,0.0000,4.8300,8.2600,21.5000,100,0,6,Florida,0,19,179,0,5.0
2014,Victor Hampton,Victor,Hampton,CB,5,9.0000,69.0000,197,0.0000,0.0000,4.6900,0.0000,0.0000,4.2000,7.0100,33.5000,118,20,0,South Carolina,0,0,0,0,5.3
2014,Jonotthan Harrison,Jonotthan,Harrison,C,6,3.0000,75.0000,304,0.0000,0.0000,5.1500,0.0000,0.0000,4.8600,7.9700,27.0000,113,27,0,Florida,0,0,0,0,5.2
2014,Taylor Hart,Taylor,Hart,DE,6,6.0000,78.0000,281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,21,5,Oregon,0,13,141,0,5.3
2014,Matt Hazel,Matt,Hazel,WR,6,1.0000,73.0000,198,0.0000,0.0000,4.5000,0.0000,0.0000,4.2000,7.0800,36.5000,118,15,6,Coastal Carolina,0,30,190,0,5.2
2014,Marcus Heit,Marcus,Heit,LS,6,3.0000,75.0000,258,0.0000,0.0000,4.9100,0.0000,0.0000,0.0000,0.0000,29.0000,0,0,0,Kansas St.,0,0,0,0,5.0
2014,Seantrel Henderson,Seantrel,Henderson,OT,6,7.0000,79.0000,331,0.0000,0.0000,5.0400,0.0000,0.0000,4.7700,8.1500,24.0000,95,0,8,Miami,0,13,237,0,5.6
2014,Robert Herron,Robert,Herron,WR,5,9.0000,69.0000,193,0.0000,0.0000,4.4800,0.0000,0.0000,4.2700,6.8400,35.5000,125,18,6,Wyoming,0,25,185,0,5.2
2014,Ryan Hewitt,Ryan,Hewitt,FB,6,4.0000,76.0000,246,0.0000,0.0000,4.8700,0.0000,0.0000,4.3500,7.0400,33.0000,109,0,0,Stanford,0,0,0,0,5.0
2014,Jeremy Hill,Jeremy,Hill,RB,6,1.0000,73.0000,233,0.0000,0.0000,4.6600,0.0000,0.0000,0.0000,0.0000,29.0000,113,20,2,LSU,0,23,55,0,5.8
2014,Anthony Hitchens,Anthony,Hitchens,OLB,6,0.0000,72.0000,240,0.0000,0.0000,4.7400,0.0000,0.0000,4.4500,7.1500,31.5000,116,23,4,Iowa,0,23,119,0,5.0
2014,Zach Hocker,Zach,Hocker,K,6,0.0000,72.0000,189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,8,Arkansas,0,4,228,0,4.5
2014,Cody Hoffman,Cody,Hoffman,WR,6,4.0000,76.0000,223,0.0000,0.0000,4.6500,0.0000,0.0000,4.2000,6.8900,27.5000,108,13,0,BYU,0,0,0,0,5.1
2014,Tom Hornsey,Tom,Hornsey,P,6,3.0000,75.0000,221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,Memphis,0,0,0,0,5.0
2014,Adrian Hubbard,Adrian,Hubbard,OLB,6,6.0000,78.0000,257,0.0000,0.0000,4.6900,0.0000,0.0000,0.0000,0.0000,38.5000,117,0,0,Alabama,0,0,0,0,5.4
2014,Josh Huff,Josh,Huff,WR,5,11.0000,71.0000,206,0.0000,0.0000,4.5100,0.0000,0.0000,0.0000,0.0000,35.5000,116,14,3,Oregon,0,22,86,0,5.3
2014,Marqueston Huff,Marqueston,Huff,FS,5,11.0000,71.0000,196,0.0000,0.0000,4.4900,0.0000,0.0000,4.1900,7.2600,35.5000,118,15,4,Wyoming,0,26,122,0,5.7
2014,Allen Hurns,Allen,Hurns,WR,6,1.0000,73.0000,198,0.0000,0.0000,4.5500,0.0000,0.0000,4.5000,7.2300,31.0000,120,14,0,Miami,0,0,0,0,5.1
2014,James Hurst,James,Hurst,OT,6,5.0000,77.0000,296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,North Carolina,0,0,0,0,5.4
2014,Carlos Hyde,Carlos,Hyde,RB,6,0.0000,72.0000,230,0.0000,0.0000,4.6600,0.0000,0.0000,0.0000,0.0000,34.5000,114,19,2,Ohio St.,0,25,57,0,6.2
2014,Kerry Hyder,Kerry,Hyder,DT,6,2.0000,74.0000,290,0.0000,0.0000,5.1000,0.0000,0.0000,0.0000,7.2300,29.5000,108,20,0,Texas Tech,0,0,0,0,4.9
2014,Gabe Ikard,Gabe,Ikard,C,6,4.0000,76.0000,304,0.0000,0.0000,5.1300,0.0000,0.0000,4.3700,7.3000,26.0000,103,22,0,Oklahoma,0,0,0,0,5.2
2014,Andrew Jackson,Andrew,Jackson,ILB,6,1.0000,73.0000,254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,7,Western Kentucky,0,11,203,0,5.2
2014,Bennett Jackson,Bennett,Jackson,CB,6,0.0000,72.0000,195,0.0000,0.0000,4.5100,0.0000,0.0000,4.0000,6.7500,38.0000,128,13,6,Notre Dame,0,27,187,0,5.2
2014,Gabe Jackson,Gabe,Jackson,OG,6,3.0000,75.0000,336,0.0000,0.0000,5.5100,0.0000,0.0000,4.7800,8.2500,29.0000,108,30,3,Mississippi St.,0,17,81,0,6.0
2014,Nic Jacobs,Nic,Jacobs,TE,6,5.0000,77.0000,269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15,0,McNeese St.,0,0,0,0,5.0
2014,Ja'Wuan James,Ja'Wuan,James,OT,6,6.0000,78.0000,311,0.0000,0.0000,5.3400,0.0000,0.0000,4.5600,7.4200,29.0000,103,22,1,Tennessee,0,19,19,0,5.6
2014,Kendall James,Kendall,James,CB,5,10.0000,70.0000,180,0.0000,0.0000,4.4400,0.0000,0.0000,4.1900,6.8100,39.0000,0,9,6,Maine,0,24,184,0,5.3
2014,Jeff Janis,Jeff,Janis,WR,6,3.0000,75.0000,219,0.0000,0.0000,4.4200,0.0000,0.0000,3.9800,6.6400,37.5000,123,20,8,Saginaw Valley St.,0,12,236,0,5.3
2014,Stanley Jean-Baptiste,Stanley,Jean-Baptiste,CB,6,3.0000,75.0000,218,0.0000,0.0000,4.6100,0.0000,0.0000,4.3300,0.0000,41.5000,128,13,2,Nebraska,0,26,58,0,5.3
2014,Jackson Jeffcoat,Jackson,Jeffcoat,DE,6,3.0000,75.0000,247,0.0000,0.0000,4.6300,0.0000,0.0000,0.0000,6.9700,36.0000,123,18,0,Texas,0,0,0,0,5.2
2014,Marcel Jensen,Marcel,Jensen,TE,6,6.0000,78.0000,259,0.0000,0.0000,4.8500,0.0000,0.0000,4.6000,7.3800,35.0000,115,24,0,Fresno St.,0,0,0,0,5.3
2014,Timmy Jernigan,Timmy,Jernigan,NT,6,2.0000,74.0000,299,0.0000,0.0000,5.0600,0.0000,0.0000,0.0000,0.0000,29.5000,102,27,2,Florida St.,0,16,48,0,5.6
2014,Anthony Johnson,Anthony,Johnson,DT,6,2.0000,74.0000,308,0.0000,0.0000,5.2400,0.0000,0.0000,0.0000,7.9300,24.5000,102,20,0,LSU,0,0,0,0,5.6
2014,Dontae Johnson,Dontae,Johnson,CB,6,2.0000,74.0000,200,0.0000,0.0000,4.4500,0.0000,0.0000,4.2400,6.8200,38.5000,124,12,5,N.C. State,0,1,129,0,5.3
2014,Storm Johnson,Storm,Johnson,RB,6,0.0000,72.0000,209,0.0000,0.0000,4.6000,0.0000,0.0000,0.0000,0.0000,35.5000,118,16,7,Central Florida,0,30,222,0,5.3
2014,Wesley Johnson,Wesley,Johnson,OT,6,5.0000,77.0000,297,0.0000,0.0000,5.1100,0.0000,0.0000,4.6400,7.4000,29.0000,111,26,6,Vanderbilt,0,13,173,0,5.2
2014,Christian Jones,Christian,Jones,ILB,6,3.0000,75.0000,240,0.0000,0.0000,4.7400,0.0000,0.0000,0.0000,0.0000,33.5000,115,0,0,Florida St.,0,0,0,0,5.3
2014,DaQuan Jones,DaQuan,Jones,DT,6,4.0000,76.0000,322,0.0000,0.0000,5.3500,0.0000,0.0000,0.0000,7.7300,27.5000,101,25,4,Penn St.,0,16,112,0,5.6
2014,Howard Jones,Howard,Jones,DE,6,2.0000,74.0000,235,0.0000,0.0000,4.6000,0.0000,0.0000,0.0000,7.1600,40.5000,124,21,0,Shepherd,0,0,0,0,5.2
2014,T.J.  Jones,T.J. ,Jones,WR,6,0.0000,72.0000,188,0.0000,0.0000,4.4800,0.0000,0.0000,4.2700,6.8200,33.0000,119,0,6,Notre Dame,0,29,189,0,5.4
2014,Reggie Jordan,Reggie,Jordan,TE,6,3.0000,75.0000,240,0.0000,0.0000,4.7700,0.0000,0.0000,4.3000,7.2200,30.0000,116,24,0,Missouri Western,0,0,0,0,5.2
2014,Henry Josey,Henry,Josey,RB,5,8.0000,68.0000,194,0.0000,0.0000,4.4300,0.0000,0.0000,4.1300,7.0700,34.5000,118,20,0,Missouri,0,0,0,0,5.1
2014,Lamarcus Joyner,Lamarcus,Joyner,CB,5,8.0000,68.0000,184,0.0000,0.0000,4.5500,0.0000,0.0000,4.4000,7.2600,37.5000,124,14,2,Florida St.,0,9,41,0,5.2
2014,Devon Kennard,Devon,Kennard,OLB,6,3.0000,75.0000,249,0.0000,0.0000,4.7000,0.0000,0.0000,4.3200,7.2500,30.0000,113,23,6,USC,0,14,174,0,5.1
2014,Zachariah Kerr,Zachariah,Kerr,NT,6,1.0000,73.0000,326,0.0000,0.0000,5.0800,0.0000,0.0000,0.0000,7.9300,28.5000,99,28,0,Delaware,0,0,0,0,5.1
2014,Christian Kirksey,Christian,Kirksey,OLB,6,2.0000,74.0000,233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000,122,16,3,Iowa,0,7,71,0,5.2
